location_id,year,sitc_eci,hs_eci,growth_proj,sitc_eci_rank,hs_eci_rank,code
138,2005,1.346403,1.0462353000000002,4.65,17,23,MEX
138,2006,1.2996733,1.047268,4.45,18,23,MEX
138,2007,1.345688,1.0447459000000001,4.51,17,22,MEX
138,2008,1.2278479,0.9833639000000001,4.37,19,25,MEX
138,2009,1.2036105,1.0616251,4.21,20,23,MEX
138,2010,1.2579603000000001,1.1326636,4.38,18,21,MEX
138,2011,1.0314736,0.9534597,4.35,24,26,MEX
138,2012,1.1669856,1.0395409,4.26,19,25,MEX
138,2013,1.2327217,1.0485067,4.38,19,24,MEX
138,2014,1.2923266000000002,1.0799726,4.37,19,24,MEX
138,2015,1.3519508,1.1697239,4.61,18,21,MEX
138,2016,1.3935058999999999,1.1656376,4.91,17,20,MEX
138,2017,1.3487632,1.0887102,3.26,18,24,MEX
138,2018,1.2728506000000002,1.0006096,3.3,19,27,MEX
138,2019,1.2950896,1.0232967,3.48,20,26,MEX
138,2020,1.2085446000000002,0.9768148000000001,3.08,20,27,MEX
138,2021,1.1396077,0.9561646999999999,3.08,22,29,MEX
140,1995,0.39788893,0.34174,NA,39,48,MKD
140,1996,0.36477983,0.31613308,NA,42,49,MKD
140,1997,0.29738942,0.2632744,NA,47,53,MKD
140,1998,0.035436377000000005,0.102559395,NA,61,61,MKD
140,1999,0.12855887,0.05313172,NA,53,60,MKD
140,2000,0.15967539,0.13176644,NA,53,61,MKD
140,2001,0.08584387,0.03309738,NA,60,63,MKD
140,2002,-0.027728014,-0.030273704,NA,65,65,MKD
140,2003,-0.19072036,-0.01763225,NA,72,63,MKD
140,2004,-0.12043887,-0.09101326,2.22,65,70,MKD
140,2005,-0.12096926599999999,-0.08426209,2.4,66,70,MKD
140,2006,-0.09852566,-0.21335985,2.43,67,75,MKD
140,2007,-0.049089268,-0.12591217,2.28,65,68,MKD
140,2008,-0.06428614,-0.090639494,2.18,65,63,MKD
140,2009,-0.16478814,-0.14890467,2.23,71,71,MKD
140,2010,-0.09500783,-0.12284221,2.45,69,68,MKD
140,2011,-0.09185161,-0.12310462400000001,2.2,67,67,MKD
140,2012,-0.08785602,-0.010965939,2.28,68,67,MKD
140,2013,-0.12777507,-0.108593516,2.23,68,68,MKD
140,2014,-0.2163134,-0.039799243,1.94,72,65,MKD
140,2015,-0.30187967,-0.09009587,2.64,74,66,MKD
140,2016,-0.24966393,0.026185352000000002,3.64,69,61,MKD
140,2017,-0.12182777,-0.029200224,2.21,66,63,MKD
140,2018,0.05654837,0.079976484,2.26,57,57,MKD
140,2019,-0.037744857,0.068673864,2.25,62,58,MKD
140,2020,-0.022716992000000002,0.08292208,2.04,61,59,MKD
140,2021,0.13291268,0.1481279,2.04,54,56,MKD
141,1995,-0.71971065,-0.807662,NA,99,101,MLI
141,1996,-0.86230385,-0.9878577,NA,105,109,MLI
141,1997,-1.1669239,-1.2302758,NA,116,115,MLI
141,1998,-0.9295741,-0.8910049999999999,NA,110,103,MLI
141,1999,-0.8478311,-0.8019151,NA,104,101,MLI
141,2000,-0.38716849999999997,-0.55464077,NA,78,88,MLI
141,2001,-0.17680214,-0.40340975,NA,73,78,MLI
141,2002,-0.78669804,-0.8948524,NA,102,107,MLI
141,2003,-0.84926,-0.7864108,NA,104,102,MLI
141,2004,-0.5807983,-0.69050986,5.84,90,99,MLI
141,2005,-0.7786358,-0.81102127,5.2,101,103,MLI
141,2006,-0.5880064,-0.5034624,5.08,94,89,MLI
141,2007,-0.45632157,-0.67282224,5.05,87,96,MLI
141,2008,-0.31712133,-0.2742667,5.05,77,76,MLI
141,2009,-0.85782975,-0.8483502,5.33,104,104,MLI
141,2010,-0.6071349,-0.58549595,4.87,93,92,MLI
141,2011,-0.67138916,-0.67781115,5.02,96,92,MLI
141,2012,-0.6750856,-0.59289855,5.57,103,95,MLI
141,2013,-1.046677,-1.183671,5.3,112,117,MLI
141,2014,-1.0271535,-1.1990631999999999,4.71,111,117,MLI
141,2015,-0.5969908,-0.74423569999999994,5.75,88,99,MLI
141,2016,-0.40597859999999997,-0.58486277,5.89,78,87,MLI
141,2017,-0.49140975,-0.5927899,5.37,86,90,MLI
141,2018,-0.8058764,-0.4966649,3.99,104,85,MLI
141,2019,-0.39979973,-0.37500490000000003,5.4,83,81,MLI
141,2020,-1.1147933,-1.2831181999999999,4.36,118,124,MLI
141,2021,-0.7279726,-0.9494302,4.36,99,108,MLI
143,1995,-1.2948704,-1.5669313999999999,NA,121,125,MMR
143,1996,-1.3258219999999998,-1.5563566999999998,NA,124,125,MMR
143,1997,-1.2226936000000002,-1.5951586000000002,NA,119,125,MMR
143,1998,-1.3852693,-1.6203653,NA,118,123,MMR
143,1999,-1.1996963999999999,-1.4991303999999999,NA,119,123,MMR
143,2000,-1.2607857,-1.5048021,NA,122,125,MMR
143,2001,-1.2845632,-1.5626999,NA,122,130,MMR
143,2002,-1.251639,-1.5715681000000001,NA,119,128,MMR
143,2003,-1.3125486000000002,-1.4351231000000002,NA,123,125,MMR
143,2004,-1.0482605999999999,-1.4006139,NA,117,124,MMR
143,2005,-1.1166722,-1.5065674999999998,NA,118,125,MMR
143,2006,-1.2031838,-1.5436794,NA,123,126,MMR
143,2007,-1.0254457000000001,-1.2936604,NA,116,123,MMR
143,2008,-1.0491778999999999,-1.5015556,NA,117,126,MMR
143,2009,-1.2445008999999998,-1.6459526000000002,NA,120,131,MMR
143,2010,-1.2956698,-1.4803895,NA,122,127,MMR
143,2011,-1.0726278,-1.3557186,NA,117,127,MMR
143,2012,-1.1575548999999998,-1.2197472,NA,118,120,MMR
143,2013,-1.1470861,-1.2307868999999998,NA,117,120,MMR
143,2014,-1.3505927,-1.5332457,NA,122,126,MMR
143,2015,-1.1740865,-1.4596125,NA,121,128,MMR
143,2016,-1.0789601,-1.160878,NA,119,123,MMR
143,2017,-0.9113131,-1.0515436000000002,6.36,106,116,MMR
143,2018,-0.9970468000000001,-0.9364665000000001,6.38,111,112,MMR
143,2019,-1.0815259,-1.2613105,6.62,115,121,MMR
143,2020,-0.9960462,-1.0543909,4.5,114,112,MMR
143,2021,-0.8407597,-0.83443123,4.5,106,100,MMR
145,1995,-0.6094261,-0.6531353,NA,93,94,MNG
145,1996,-0.27900666,-0.18177016,NA,74,70,MNG
145,1997,-0.5697972,-0.36035344,NA,84,79,MNG
145,1998,-0.49913959999999996,-0.60563457,NA,86,92,MNG
145,1999,-0.5261186,-0.5577608000000001,NA,90,90,MNG
145,2000,-0.55376416,-0.6005927,NA,90,91,MNG
145,2001,-0.619765,-0.6910010999999999,NA,95,96,MNG
145,2002,-0.7110962,-0.89582735,NA,98,108,MNG
145,2003,-0.90259814,-0.97476184,NA,108,110,MNG
145,2004,-0.9201976000000001,-1.0305575,3.04,108,114,MNG
145,2005,-0.82512414,-1.0599085,3.39,104,113,MNG
145,2006,-0.80693185,-1.1472174,3.07,101,120,MNG
145,2007,-0.9396143,-1.0688790000000001,2.95,113,118,MNG
145,2008,-1.1098268,-1.1358501,2.73,119,119,MNG
145,2009,-0.87510145,-0.8255064000000001,3.17,105,102,MNG
145,2010,-1.3688637,-1.1108608,2.65,125,117,MNG
145,2011,-1.0542511,-1.0869386,2.82,116,115,MNG
145,2012,-1.3442464,-1.2190998,2.36,121,119,MNG
145,2013,-1.2647848999999998,-1.3270953,2.39,121,126,MNG
145,2014,-1.3685025,-1.4255236,2.32,125,124,MNG
145,2015,-1.2489778,-1.244368,2.39,123,120,MNG
145,2016,-0.9833780999999999,-0.8111416,3.02,110,100,MNG
145,2017,-1.1105056999999998,-0.9337368,2.12,121,106,MNG
145,2018,-0.8920128,-0.9343982,2.39,108,111,MNG
145,2019,-1.0936204,-1.3997038999999998,2.45,118,128,MNG
145,2020,-0.95725995,-1.0893628999999998,2,112,116,MNG
145,2021,-1.2153045,-1.1809846000000002,2,122,122,MNG
147,1995,-0.99616843,-1.0316269,NA,111,109,MOZ
147,1996,-1.0840464,-1.3312641,NA,113,119,MOZ
147,1997,-0.60752314,-0.86006236,NA,88,102,MOZ
147,1998,-0.6252279000000001,-0.6813285,NA,95,95,MOZ
147,1999,-0.29310614,-0.35994685,NA,72,80,MOZ
147,2000,-0.77485746,-0.63702106,NA,102,97,MOZ
147,2001,-1.4769329,-1.2364882,NA,127,119,MOZ
147,2002,-1.3378906000000002,-0.9472594999999999,NA,124,110,MOZ
147,2003,-1.2237121000000002,-1.1882428999999999,NA,119,117,MOZ
147,2004,-1.0096326999999998,-1.1010787,4.63,115,115,MOZ
147,2005,-1.2487257999999999,-1.3012826000000002,4.38,123,121,MOZ
147,2006,-1.1990744,-1.0250627,4.84,122,114,MOZ
147,2007,-1.4571633,-1.4703110000000001,4.54,125,126,MOZ
147,2008,-0.971075,-0.9827271000000001,4.42,115,113,MOZ
147,2009,-0.94594353,-1.0023087,4.54,112,111,MOZ
147,2010,-1.4598452,-1.4798554,3.75,127,126,MOZ
147,2011,-1.1954063999999998,-1.2069303,4.28,123,122,MOZ
147,2012,-1.274567,-1.4004925,4.29,120,125,MOZ
147,2013,-1.1315118999999998,-1.3263228,4.49,114,125,MOZ
147,2014,-1.0310603,-1.1993612,4.62,112,118,MOZ
147,2015,-1.2750131000000002,-1.2938087,5.32,125,122,MOZ
147,2016,-1.2076063,-1.3337016000000002,5.13,126,128,MOZ
147,2017,-1.3967323,-1.3882294,5.11,127,125,MOZ
147,2018,-1.2537616000000003,-1.3800235,5.54,123,125,MOZ
147,2019,-1.0749271,-1.2642357,5.99,114,122,MOZ
147,2020,-1.2593317,-1.262532,5.61,121,122,MOZ
147,2021,-1.1666185,-1.2621421999999998,5.61,120,124,MOZ
148,1995,-1.6295335,-1.9356293999999998,NA,125,126,MRT
148,1996,-1.182626,-1.3529016,NA,117,121,MRT
148,1997,-1.7302461,-1.7012041,NA,126,127,MRT
148,1998,-1.445732,-1.1777195,NA,119,114,MRT
148,1999,-1.2726086,-1.1980779,NA,120,115,MRT
148,2000,-1.4446155,-1.461442,NA,126,123,MRT
148,2001,-1.1121492,-1.1872711999999999,NA,118,116,MRT
148,2002,-1.0530614,-1.2767104,NA,114,124,MRT
148,2003,-0.7146319,-1.0692322,NA,97,113,MRT
148,2004,-1.8941120999999999,-1.6173958000000002,3.53,131,130,MRT
148,2005,-1.3695356,-1.5391633999999998,3.64,125,126,MRT
148,2006,-1.7295452,-1.7242196,3.04,129,128,MRT
148,2007,-1.8598404,-2.0277407,3.14,131,133,MRT
148,2008,-1.9497659,-2.081778,3.04,132,132,MRT
148,2009,-1.3509098,-1.7614359,3.24,123,132,MRT
148,2010,-2.0091188,-2.0998824000000003,2.96,133,133,MRT
148,2011,-1.5595391,-1.2593379,3.2,126,125,MRT
148,2012,-1.501575,-1.570474,3.38,126,129,MRT
148,2013,-1.6811522,-1.950532,3.05,132,133,MRT
148,2014,-1.4258565,-1.4585511999999998,3.39,126,125,MRT
148,2015,-1.4113452,-1.5597446000000001,NA,129,131,MRT
148,2016,-1.5601771999999998,-1.5422652000000001,3.8,131,131,MRT
148,2017,-1.5164589,-1.6345333999999998,2.82,128,130,MRT
148,2018,-1.2194192,-1.5113611999999998,3.34,122,128,MRT
148,2019,-1.3864193,-1.6609304,2.87,126,133,MRT
148,2020,-1.5658062,-1.428077,2.62,128,128,MRT
148,2021,-1.4577127,-1.4237449,2.62,125,126,MRT
151,1995,-0.49199882,-0.43264416,NA,85,87,MUS
151,1996,-0.5786989,-0.53865135,NA,91,87,MUS
151,1997,-0.42359012,-0.49241042,NA,80,86,MUS
151,1998,-0.5152784,-0.6215989000000001,NA,87,93,MUS
151,1999,-0.48113567,-0.57137257,NA,84,91,MUS
151,2000,-0.47277808,-0.412313,NA,85,80,MUS
151,2001,-0.30427063,-0.41042218,NA,77,79,MUS
151,2002,-0.38206154,-0.3793758,NA,79,79,MUS
151,2003,-0.2517877,-0.36151367,NA,75,83,MUS
151,2004,-0.16126224,-0.37475362,2.25,69,78,MUS
151,2005,-0.16447619,-0.24564987,2.12,71,77,MUS
151,2006,-0.21430771,-0.31110862,1.89,75,78,MUS
151,2007,-0.17294589,-0.3429565,1.85,69,81,MUS
151,2008,-0.1515707,-0.33756313,1.89,72,81,MUS
151,2009,-0.044199616,-0.1981941,2.29,63,73,MUS
151,2010,-0.07980609,-0.17354228,2.43,68,69,MUS
151,2011,-0.05890048,-0.09464645,2.15,66,65,MUS
151,2012,-0.101343974,-0.028583119,2.36,69,68,MUS
151,2013,-0.09231173,-0.15885179,2.38,66,70,MUS
151,2014,-0.055785555,-0.029891237999999997,2.26,65,64,MUS
151,2015,-0.18532889,-0.2317621,2.22,67,72,MUS
151,2016,-0.33496943,-0.24309912,3.31,75,71,MUS
151,2017,-0.16609720000000003,-0.1566161,4.22,69,67,MUS
151,2018,-0.26862470000000005,-0.12822081,4.29,74,70,MUS
151,2019,-0.22757202,-0.18401524,4.1,73,71,MUS
151,2020,-0.15293713,-0.16211711,3.92,72,70,MUS
151,2021,-0.16932192,-0.039649962999999996,3.92,71,66,MUS
152,1995,-1.0242203,-1.1277707000000001,NA,113,114,MWI
152,1996,-1.2037512,-1.3325858,NA,119,120,MWI
152,1997,-1.1673418,-1.2426101,NA,117,117,MWI
152,1998,-1.2953367,-1.4362424999999999,NA,117,120,MWI
152,1999,-1.1625385,-1.3195723,NA,117,118,MWI
152,2000,-1.128603,-1.1388552,NA,120,118,MWI
152,2001,-1.1098877,-1.3887159,NA,117,123,MWI
152,2002,-1.4316124,-1.4414163999999998,NA,127,126,MWI
152,2003,-1.5623969,-1.4807901,NA,129,127,MWI
152,2004,-1.2334171999999999,-1.5929831,5.72,125,127,MWI
152,2005,-1.3283539,-1.4769377000000001,5.73,124,124,MWI
152,2006,-0.82216763,-1.1451316,6.08,104,119,MWI
152,2007,-0.8297419,-1.3486916000000002,5.76,110,125,MWI
152,2008,-0.9438620999999999,-1.3875482,6.12,112,124,MWI
152,2009,-1.2615196000000002,-1.5716723,5.26,121,128,MWI
152,2010,-1.0239644,-0.8218388000000001,5.8,114,105,MWI
152,2011,-1.0806218,-1.1002913,5.89,118,117,MWI
152,2012,-1.0690486000000001,-1.2100161,5.78,115,117,MWI
152,2013,-0.80276316,-0.89921176,6.11,103,104,MWI
152,2014,-0.4570269,-0.49420434,5.66,82,88,MWI
152,2015,-0.70234686,-0.54986185,6.01,98,88,MWI
152,2016,-0.96978116,-1.1137937,4.92,107,121,MWI
152,2017,-0.83850116,-0.7619946999999999,4.61,101,99,MWI
152,2018,-0.7175118,-0.70159775,4.51,99,97,MWI
152,2019,-1.0590546,-1.1150906,4.65,113,115,MWI
152,2020,-1.0571357,-1.1556703000000002,4.3,116,119,MWI
152,2021,-0.5108971,-0.62999177,4.3,89,93,MWI
153,1995,0.42428678,0.35774520000000004,NA,36,47,MYS
153,1996,0.54936355,0.35177428,NA,34,46,MYS
153,1997,0.52675354,0.37341037,NA,35,46,MYS
153,1998,0.4842345,0.39682645,NA,38,41,MYS
153,1999,0.8181801999999999,0.50059116,NA,25,39,MYS
153,2000,0.78900653,0.5196839,NA,27,38,MYS
153,2001,0.89419055,0.7681741999999999,NA,25,31,MYS
153,2002,0.9987155000000001,0.704957,NA,24,31,MYS
153,2003,1.1063987,0.72880447,NA,23,30,MYS
153,2004,1.2500983,0.6710055,4.73,20,30,MYS
153,2005,0.92245924,0.5847441,4.64,26,37,MYS
153,2006,0.94972694,0.7896568,4.62,25,29,MYS
153,2007,0.9484632,0.740788,4.5,25,34,MYS
153,2008,0.9284280999999999,0.7933954000000001,4.51,27,30,MYS
153,2009,0.7363812,0.87182313,4.34,33,28,MYS
153,2010,0.8855870000000001,0.95307785,4.51,29,25,MYS
153,2011,1.0236155,0.9893293,4.71,25,24,MYS
153,2012,0.93738997,0.94564337,4.76,29,26,MYS
153,2013,0.92453164,0.93764067,4.86,29,26,MYS
153,2014,0.995226,1.0181377,4.87,27,25,MYS
153,2015,1.0419836,1.0828031999999999,4.82,26,24,MYS
153,2016,1.0911555,1.1068935,4.97,25,25,MYS
153,2017,1.0221168999999999,1.0110137,5.47,27,26,MYS
153,2018,1.0471854,1.1229764,5.44,27,23,MYS
153,2019,1.1638492,1.1803275,5.72,23,20,MYS
153,2020,1.1737293,1.2279893999999998,5.31,22,19,MYS
153,2021,0.94824725,1.0995061000000002,5.31,28,23,MYS
155,1995,NA,NA,NA,,NA,NAM
155,1996,NA,NA,NA,,NA,NAM
155,1997,NA,NA,NA,,NA,NAM
155,1998,NA,NA,NA,,NA,NAM
155,1999,NA,NA,NA,,NA,NAM
155,2000,-0.42796966,-0.4953701,NA,82,84,NAM
155,2001,-0.5360031999999999,-0.6259123999999999,NA,87,89,NAM
155,2002,-0.13772516,-0.31416106,NA,72,77,NAM
155,2003,-0.18702705,-0.24004477,NA,71,75,NAM
155,2004,-0.40898862,-0.40995273,3.35,78,81,NAM
155,2005,-0.43010244,-0.38197187,3.36,85,87,NAM
155,2006,-0.42538917,-0.5153608000000001,2.95,85,91,NAM
155,2007,-0.46289605,-0.5889526999999999,3.06,89,94,NAM
155,2008,-0.07930955,-0.10419564,3.22,67,66,NAM
155,2009,0.08035849,-0.081207015,3.44,60,67,NAM
155,2010,-0.713893,-0.49860302,3.34,99,86,NAM
155,2011,-0.5953523000000001,-0.4299837,3.22,94,80,NAM
155,2012,-0.40425175,-0.23207892,3.2,84,74,NAM
155,2013,-0.31680542,-0.30864328,3.18,78,77,NAM
155,2014,-0.5218020000000001,-0.42822742,2.56,88,81,NAM
155,2015,-0.37926155,-0.43457362,3.6,78,80,NAM
155,2016,-0.50625247,-0.6256695,3.76,84,89,NAM
155,2017,-0.50101674,-0.5221055,3.76,87,88,NAM
155,2018,-0.45412600000000003,-0.668091,3.79,83,94,NAM
155,2019,-0.25844854,-0.49207413,4.19,75,86,NAM
155,2020,-0.49285927,-0.70894164,3.54,88,95,NAM
155,2021,-0.58078516,-0.8362555,3.54,95,101,NAM
159,1995,-2.1109157000000005,-2.1082058,NA,128,127,NGA
159,1996,-1.9253069,-1.8133593000000001,NA,127,127,NGA
159,1997,-1.8354986,-1.615102,NA,128,126,NGA
159,1998,-1.8314852,-1.4842293,NA,127,122,NGA
159,1999,-1.9750433999999997,-1.9312081,NA,129,128,NGA
159,2000,-2.192487,-2.1646626,NA,132,132,NGA
159,2001,-1.9085765,-1.9664389,NA,131,132,NGA
159,2002,-1.7059906999999999,-1.8315699,NA,131,130,NGA
159,2003,-1.6212058,-1.8591758999999999,NA,131,130,NGA
159,2004,-2.336753,-2.413432,2.73,132,132,NGA
159,2005,-2.2570636000000004,-2.3598342,2.83,133,133,NGA
159,2006,-2.088278,-2.094353,3.35,132,133,NGA
159,2007,-2.0977638,-1.7468793000000002,3.53,132,130,NGA
159,2008,-1.7786155,-1.9809139999999998,3.34,130,130,NGA
159,2009,-1.6672771,-1.5840507,3.52,132,129,NGA
159,2010,-1.9018322,-1.8870837999999999,3.25,132,132,NGA
159,2011,-1.8709589,-1.6992855,3.26,133,132,NGA
159,2012,-1.6164985,-1.7604881999999997,3.74,128,132,NGA
159,2013,-1.6794023999999999,-1.7457832999999998,3.42,131,132,NGA
159,2014,-1.9012417000000001,-1.2126428,3.05,133,119,NGA
159,2015,-1.8610276000000001,-1.4154514,2.63,132,127,NGA
159,2016,-1.7380831,-1.8353572,3.14,132,133,NGA
159,2017,-1.7848142,-1.8260919999999998,3.43,133,133,NGA
159,2018,-1.839074,-1.8238003,3.47,133,133,NGA
159,2019,-1.6431286,-1.6341478,3.92,132,132,NGA
159,2020,-1.6776349999999998,-1.4978662,3.38,130,129,NGA
159,2021,-1.6159297,-1.8283747,3.38,128,130,NGA
160,1995,-0.5598231,-0.39509603,NA,88,86,NIC
160,1996,-0.81087923,-0.7677989000000001,NA,104,103,NIC
160,1997,-0.699387,-0.8090114,NA,97,100,NIC
160,1998,-0.7907379,-0.80122006,NA,104,100,NIC
160,1999,-0.82093006,-0.67765445,NA,103,97,NIC
160,2000,-0.75357103,-0.83392745,NA,97,105,NIC
160,2001,-0.8659414000000001,-0.8917433000000001,NA,106,108,NIC
160,2002,-0.6349458,-0.677398,NA,91,97,NIC
160,2003,-0.9133619000000001,-0.8661462999999999,NA,109,105,NIC
160,2004,-1.0038463,-0.9789475000000001,3.12,112,110,NIC
160,2005,-0.92031395,-1.0383321,3.03,111,111,NIC
160,2006,-0.94161206,-0.99882466,3.01,112,112,NIC
160,2007,-0.7133828000000001,-0.92416185,3.06,102,109,NIC
160,2008,-0.6334496000000001,-0.86919266,3.24,98,107,NIC
160,2009,-0.798077,-0.9240571,3.13,99,107,NIC
160,2010,-0.88747394,-0.9387406999999999,2.86,110,110,NIC
160,2011,-0.7320848000000001,-0.95921385,3.21,101,109,NIC
160,2012,-0.60562766,-0.75472426,3.53,95,102,NIC
160,2013,-0.7956476,-0.92769986,3.04,102,109,NIC
160,2014,-0.8532103000000001,-0.9382689000000001,3.08,105,108,NIC
160,2015,-1.0135038,-1.1029888,2.92,113,117,NIC
160,2016,-0.95413125,-1.0387393,3.75,105,112,NIC
160,2017,-0.97406536,-1.0502278999999999,2.79,109,115,NIC
160,2018,-0.87887883,-0.8872817,3.02,107,109,NIC
160,2019,-0.9267296999999999,-1.0381624,3.32,107,112,NIC
160,2020,-1.0576285,-1.0463167,2.86,117,111,NIC
160,2021,-0.9146126,-0.97012734,2.86,110,109,NIC
162,1995,1.4039422,1.3043908000000002,NA,15,16,NLD
162,1996,1.331177,1.2566249,NA,16,16,NLD
162,1997,1.3271061000000002,1.2677938,NA,17,17,NLD
162,1998,1.3059193,1.2484695,NA,17,16,NLD
162,1999,1.4220540000000002,1.3087763000000001,NA,16,17,NLD
162,2000,1.2592571000000001,1.2832912,NA,19,16,NLD
162,2001,1.299569,1.3156846000000002,NA,19,17,NLD
162,2002,1.1757771000000001,1.2061757,NA,22,18,NLD
162,2003,1.2414074,1.1684525,NA,20,20,NLD
162,2004,1.1713272,1.2518082,3.03,23,18,NLD
162,2005,1.0774057,1.1435335,2.86,22,21,NLD
162,2006,1.1157181,1.192134,2.65,22,21,NLD
162,2007,0.99858105,1.0891691000000001,2.53,24,21,NLD
162,2008,1.0692981000000001,1.1394746,2.48,22,21,NLD
162,2009,1.1015464,1.1914848999999998,2.4,22,21,NLD
162,2010,1.1021707,1.2379978999999999,2.55,22,18,NLD
162,2011,0.9955168,1.1655233,2.51,27,20,NLD
162,2012,0.96197546,1.124582,2.52,27,19,NLD
162,2013,1.0120056,1.184107,2.66,27,20,NLD
162,2014,1.08881,1.1793249,2.56,24,21,NLD
162,2015,1.1350615,1.2301042,2.92,23,20,NLD
162,2016,1.1321923999999999,1.1573613999999999,3.6,23,21,NLD
162,2017,1.0908049,1.1469586,2.51,26,22,NLD
162,2018,1.0609635,1.1478901000000001,2.47,26,21,NLD
162,2019,1.0740161,1.1216358999999998,1.88,26,22,NLD
162,2020,1.064143,1.0993122,2.19,26,22,NLD
162,2021,0.99330395,1.111258,2.19,26,22,NLD
163,1995,0.87472504,1.0197412000000001,NA,24,22,NOR
163,1996,0.8207271,1.2048694,NA,26,17,NOR
163,1997,0.8577351999999999,1.0039452,NA,24,24,NOR
163,1998,0.88083404,1.1660187,NA,24,19,NOR
163,1999,0.7915949999999999,1.1012964,NA,26,20,NOR
163,2000,0.6499049,0.9883456,NA,31,24,NOR
163,2001,0.54236585,0.97481406,NA,34,23,NOR
163,2002,0.6895879,1.110882,NA,28,22,NOR
163,2003,0.88056743,1.1500622,NA,27,22,NOR
163,2004,0.7311746,1.10162,1.92,29,22,NOR
163,2005,0.73134685,1.0581527,1.49,31,22,NOR
163,2006,0.6216853,1.0787930000000001,1.59,37,22,NOR
163,2007,0.6422944,0.98291045,1.72,40,25,NOR
163,2008,0.6873656,0.911428,1.37,34,27,NOR
163,2009,0.78815126,0.8654546000000001,1.73,32,29,NOR
163,2010,0.6265265,0.8656759,1.56,37,28,NOR
163,2011,0.6031966999999999,0.8492768,1.41,40,31,NOR
163,2012,0.5462670000000001,0.86130494,1.02,42,30,NOR
163,2013,0.7109009,0.8920991,1.42,34,28,NOR
163,2014,0.67842436,0.91870534,1.73,37,27,NOR
163,2015,0.86752605,0.95070785,2.61,31,27,NOR
163,2016,0.6641835,0.8989098,2.54,35,29,NOR
163,2017,0.39322808,0.7365804,2.53,44,33,NOR
163,2018,0.35925442,0.68163866,2.45,45,35,NOR
163,2019,0.53018767,0.7002136999999999,2.83,41,34,NOR
163,2020,0.69409364,0.8076175999999999,2.52,37,32,NOR
163,2021,0.3941938,0.62183374,2.52,44,42,NOR
166,1995,0.5040502,0.5558273,NA,33,32,NZL
166,1996,0.40423292,0.49466065,NA,40,39,NZL
166,1997,0.37205198,0.55754536,NA,42,33,NZL
166,1998,0.38020477,0.56905323,NA,41,34,NZL
166,1999,0.34283033,0.5920514,NA,44,31,NZL
166,2000,0.41967136,0.5528575,NA,40,35,NZL
166,2001,0.22030748,0.52140874,NA,50,38,NZL
166,2002,0.37067267,0.54258454,NA,42,37,NZL
166,2003,0.36566496,0.58961856,NA,42,34,NZL
166,2004,0.44099137,0.5673924,2.7,40,35,NZL
166,2005,0.47451493,0.6238220999999999,2.62,41,35,NZL
166,2006,0.40442097,0.5371005,2.72,47,41,NZL
166,2007,0.38612070000000004,0.49593788,2.61,48,45,NZL
166,2008,0.32311833,0.51341635,2.39,51,42,NZL
166,2009,0.24938883,0.38301963,2.22,50,46,NZL
166,2010,0.16702858,0.36828340000000004,2.45,53,48,NZL
166,2011,0.24326178,0.372732,2.42,50,46,NZL
166,2012,0.21502414,0.41057503,2.33,53,47,NZL
166,2013,0.19223699,0.33450043,2.27,50,48,NZL
166,2014,0.123648904,0.27250209999999997,2.12,55,50,NZL
166,2015,0.16541514,0.22459768,2.83,50,55,NZL
166,2016,0.09330641,0.23655558,3,53,52,NZL
166,2017,0.15492629,0.2565122,2.43,52,51,NZL
166,2018,0.11339793,0.21902627,2.35,53,49,NZL
166,2019,0.09970754,0.09231842,2.4,52,56,NZL
166,2020,0.08165147,0.10733039,1.9,55,57,NZL
166,2021,0.19633187,0.2059067,1.9,52,54,NZL
167,1995,-0.1971535,-0.32885337,NA,68,81,OMN
167,1996,-0.227075,-0.10243498,NA,69,68,OMN
167,1997,-0.2333419,-0.33583388,NA,73,77,OMN
167,1998,-0.20364788,-0.38848463,NA,71,82,OMN
167,1999,-0.9077648000000001,-0.68015080000000006,NA,109,98,OMN
167,2000,-1.2911689,-1.0104551,NA,124,115,OMN
167,2001,-1.4727726,-0.9093294,NA,126,109,OMN
167,2002,-1.3070582,-1.2387687,NA,123,121,OMN
167,2003,-1.5422136999999998,-1.4348732,NA,128,124,OMN
167,2004,-0.70786166,-0.6294599,2.1,97,93,OMN
167,2005,-0.8817721,-0.38457090000000005,2.22,108,88,OMN
167,2006,-0.87181634,-0.6373993,2.09,107,100,OMN
167,2007,-0.71964777,-0.5185307,1.85,103,87,OMN
167,2008,-0.75026673,-0.6351988000000001,1.77,100,99,OMN
167,2009,-0.69139224,-0.6919184,2.19,96,99,OMN
167,2010,-0.507596,-0.48761225,2.12,86,85,OMN
167,2011,-0.5908724,-0.47370285,1.89,91,84,OMN
167,2012,-0.7828016,-0.86957586,2.26,105,106,OMN
167,2013,-0.6986926,-0.6041753000000001,2.34,98,93,OMN
167,2014,-0.7307064,-0.50512916,2.19,100,90,OMN
167,2015,-0.67721534,-0.46989977,2.37,95,86,OMN
167,2016,-0.59472406,-0.3347824,3.23,90,75,OMN
167,2017,-0.44851157,-0.34768417,4.49,84,75,OMN
167,2018,-0.5137265999999999,-0.5480476,4.22,87,88,OMN
167,2019,-0.33715448,-0.17071351,4.15,80,69,OMN
167,2020,-0.118621215,0.06974426,3.45,70,60,OMN
