country,variable,percentile,year,value
ES,sptinc992j,p90p100,2022,0.3313
ET,sptinc992j,p90p100,2000,0.4257
ET,sptinc992j,p90p100,2001,0.4269
ET,sptinc992j,p90p100,2002,0.4281
ET,sptinc992j,p90p100,2003,0.4293
ET,sptinc992j,p90p100,2004,0.4305
ET,sptinc992j,p90p100,2005,0.4332
ET,sptinc992j,p90p100,2006,0.4359
ET,sptinc992j,p90p100,2007,0.4386
ET,sptinc992j,p90p100,2008,0.4413
ET,sptinc992j,p90p100,2009,0.444
ET,sptinc992j,p90p100,2010,0.4466
ET,sptinc992j,p90p100,2011,0.4483
ET,sptinc992j,p90p100,2012,0.4499
ET,sptinc992j,p90p100,2013,0.4515
ET,sptinc992j,p90p100,2014,0.4531
ET,sptinc992j,p90p100,2015,0.4547
ET,sptinc992j,p90p100,2016,0.4547
ET,sptinc992j,p90p100,2017,0.4547
ET,sptinc992j,p90p100,2018,0.4547
ET,sptinc992j,p90p100,2019,0.4547
ET,sptinc992j,p90p100,2020,0.4547
ET,sptinc992j,p90p100,2021,0.4547
ET,sptinc992j,p90p100,2022,0.4547
FI,sptinc992j,p90p100,2000,0.37
FI,sptinc992j,p90p100,2001,0.3615
FI,sptinc992j,p90p100,2002,0.3542
FI,sptinc992j,p90p100,2003,0.3293
FI,sptinc992j,p90p100,2004,0.3299
FI,sptinc992j,p90p100,2005,0.316
FI,sptinc992j,p90p100,2006,0.3192
FI,sptinc992j,p90p100,2007,0.3193
FI,sptinc992j,p90p100,2008,0.3292
FI,sptinc992j,p90p100,2009,0.308
FI,sptinc992j,p90p100,2010,0.3193
FI,sptinc992j,p90p100,2011,0.3164
FI,sptinc992j,p90p100,2012,0.3106
FI,sptinc992j,p90p100,2013,0.3088
FI,sptinc992j,p90p100,2014,0.3134
FI,sptinc992j,p90p100,2015,0.3223
FI,sptinc992j,p90p100,2016,0.3218
FI,sptinc992j,p90p100,2017,0.331
FI,sptinc992j,p90p100,2018,0.3286
FI,sptinc992j,p90p100,2019,0.3273
FI,sptinc992j,p90p100,2020,0.3355
FI,sptinc992j,p90p100,2021,0.3195
FI,sptinc992j,p90p100,2022,0.3164
FJ,sptinc992j,p90p100,2000,0.3907
FJ,sptinc992j,p90p100,2001,0.3995
FJ,sptinc992j,p90p100,2002,0.408
FJ,sptinc992j,p90p100,2003,0.4164
FJ,sptinc992j,p90p100,2004,0.4246
FJ,sptinc992j,p90p100,2005,0.4326
FJ,sptinc992j,p90p100,2006,0.4404
FJ,sptinc992j,p90p100,2007,0.448
FJ,sptinc992j,p90p100,2008,0.4554
FJ,sptinc992j,p90p100,2009,0.4627
FJ,sptinc992j,p90p100,2010,0.4699
FJ,sptinc992j,p90p100,2011,0.4718
FJ,sptinc992j,p90p100,2012,0.4737
FJ,sptinc992j,p90p100,2013,0.4754
FJ,sptinc992j,p90p100,2014,0.4771
FJ,sptinc992j,p90p100,2015,0.4788
FJ,sptinc992j,p90p100,2016,0.4803
FJ,sptinc992j,p90p100,2017,0.4818
FJ,sptinc992j,p90p100,2018,0.4832
FJ,sptinc992j,p90p100,2019,0.4846
FJ,sptinc992j,p90p100,2020,0.4859
FJ,sptinc992j,p90p100,2021,0.4859
FJ,sptinc992j,p90p100,2022,0.4859
FM,sptinc992j,p90p100,2000,0.3907
FM,sptinc992j,p90p100,2001,0.3995
FM,sptinc992j,p90p100,2002,0.408
FM,sptinc992j,p90p100,2003,0.4164
FM,sptinc992j,p90p100,2004,0.4246
FM,sptinc992j,p90p100,2005,0.4326
FM,sptinc992j,p90p100,2006,0.4404
FM,sptinc992j,p90p100,2007,0.448
FM,sptinc992j,p90p100,2008,0.4554
FM,sptinc992j,p90p100,2009,0.4627
FM,sptinc992j,p90p100,2010,0.4699
FM,sptinc992j,p90p100,2011,0.4718
FM,sptinc992j,p90p100,2012,0.4737
FM,sptinc992j,p90p100,2013,0.4754
FM,sptinc992j,p90p100,2014,0.4771
FM,sptinc992j,p90p100,2015,0.4788
FM,sptinc992j,p90p100,2016,0.4803
FM,sptinc992j,p90p100,2017,0.4818
FM,sptinc992j,p90p100,2018,0.4832
FM,sptinc992j,p90p100,2019,0.4846
FM,sptinc992j,p90p100,2020,0.4859
FM,sptinc992j,p90p100,2021,0.4859
FM,sptinc992j,p90p100,2022,0.4859
FR,sptinc992i,p90p100,2000,0.3553
FR,sptinc992i,p90p100,2001,0.3557
FR,sptinc992i,p90p100,2002,0.3488
FR,sptinc992i,p90p100,2003,0.3506
FR,sptinc992i,p90p100,2004,0.3519
FR,sptinc992i,p90p100,2005,0.35
FR,sptinc992i,p90p100,2006,0.3512
FR,sptinc992i,p90p100,2007,0.3562
FR,sptinc992i,p90p100,2008,0.3547
FR,sptinc992i,p90p100,2009,0.3408
FR,sptinc992i,p90p100,2010,0.347
FR,sptinc992i,p90p100,2011,0.3481
FR,sptinc992i,p90p100,2012,0.3382
FR,sptinc992i,p90p100,2013,0.3362
FR,sptinc992i,p90p100,2014,0.3356
FR,sptinc992j,p90p100,2000,0.3345
FR,sptinc992j,p90p100,2001,0.3379
FR,sptinc992j,p90p100,2002,0.3322
FR,sptinc992j,p90p100,2003,0.3359
FR,sptinc992j,p90p100,2004,0.3384
FR,sptinc992j,p90p100,2005,0.3367
FR,sptinc992j,p90p100,2006,0.3347
FR,sptinc992j,p90p100,2007,0.3418
FR,sptinc992j,p90p100,2008,0.3415
FR,sptinc992j,p90p100,2009,0.3246
FR,sptinc992j,p90p100,2010,0.3283
FR,sptinc992j,p90p100,2011,0.335
FR,sptinc992j,p90p100,2012,0.3248
FR,sptinc992j,p90p100,2013,0.3273
FR,sptinc992j,p90p100,2014,0.3285
FR,sptinc992j,p90p100,2015,0.3334
FR,sptinc992j,p90p100,2016,0.3338
FR,sptinc992j,p90p100,2017,0.336
FR,sptinc992j,p90p100,2018,0.3426
FR,sptinc992j,p90p100,2019,0.3398
FR,sptinc992j,p90p100,2020,0.3374
FR,sptinc992j,p90p100,2021,0.3479
FR,sptinc992j,p90p100,2022,0.3479
FR,sptinc992t,p90p100,2000,0.3641
FR,sptinc992t,p90p100,2001,0.3673
FR,sptinc992t,p90p100,2002,0.3634
FR,sptinc992t,p90p100,2003,0.3667
FR,sptinc992t,p90p100,2004,0.3694
FR,sptinc992t,p90p100,2005,0.3678
FR,sptinc992t,p90p100,2006,0.3674
FR,sptinc992t,p90p100,2007,0.3729
FR,sptinc992t,p90p100,2008,0.3703
FR,sptinc992t,p90p100,2009,0.3558
FR,sptinc992t,p90p100,2010,0.3622
FR,sptinc992t,p90p100,2011,0.3643
FR,sptinc992t,p90p100,2012,0.3556
FR,sptinc992t,p90p100,2013,0.3498
FR,sptinc992t,p90p100,2014,0.3496
FR,sptinc999j,p90p100,2000,0.3345
FR,sptinc999j,p90p100,2005,0.3277
FR,sptinc999j,p90p100,2010,0.32
GA,sptinc992j,p90p100,2000,0.5078
GA,sptinc992j,p90p100,2001,0.5078
GA,sptinc992j,p90p100,2002,0.5078
GA,sptinc992j,p90p100,2003,0.5078
GA,sptinc992j,p90p100,2004,0.5078
GA,sptinc992j,p90p100,2005,0.5078
GA,sptinc992j,p90p100,2006,0.5016
GA,sptinc992j,p90p100,2007,0.4954
GA,sptinc992j,p90p100,2008,0.4892
GA,sptinc992j,p90p100,2009,0.4829
GA,sptinc992j,p90p100,2010,0.4767
GA,sptinc992j,p90p100,2011,0.4705
GA,sptinc992j,p90p100,2012,0.4643
GA,sptinc992j,p90p100,2013,0.4581
GA,sptinc992j,p90p100,2014,0.4518
GA,sptinc992j,p90p100,2015,0.4456
GA,sptinc992j,p90p100,2016,0.4394
GA,sptinc992j,p90p100,2017,0.4332
GA,sptinc992j,p90p100,2018,0.4332
GA,sptinc992j,p90p100,2019,0.4332
GA,sptinc992j,p90p100,2020,0.4332
GA,sptinc992j,p90p100,2021,0.4332
GA,sptinc992j,p90p100,2022,0.4332
GB,sptinc992j,p90p100,2000,0.367
GB,sptinc992j,p90p100,2001,0.3719
GB,sptinc992j,p90p100,2002,0.3745
GB,sptinc992j,p90p100,2003,0.3871
GB,sptinc992j,p90p100,2004,0.3793
GB,sptinc992j,p90p100,2005,0.3878
GB,sptinc992j,p90p100,2006,0.3867
GB,sptinc992j,p90p100,2007,0.389
GB,sptinc992j,p90p100,2008,0.367
GB,sptinc992j,p90p100,2009,0.3788
GB,sptinc992j,p90p100,2010,0.3486
GB,sptinc992j,p90p100,2011,0.3586
GB,sptinc992j,p90p100,2012,0.3669
GB,sptinc992j,p90p100,2013,0.3864
GB,sptinc992j,p90p100,2014,0.3677
GB,sptinc992j,p90p100,2015,0.3558
GB,sptinc992j,p90p100,2016,0.3567
GB,sptinc992j,p90p100,2017,0.3612
GB,sptinc992j,p90p100,2018,0.3606
GB,sptinc992j,p90p100,2019,0.3706
GB,sptinc992j,p90p100,2020,0.3754
GB,sptinc992j,p90p100,2021,0.338
GB,sptinc992j,p90p100,2022,0.337
GD,sptinc992j,p90p100,2000,0.5494
GD,sptinc992j,p90p100,2001,0.5477
GD,sptinc992j,p90p100,2002,0.546
GD,sptinc992j,p90p100,2003,0.5445
GD,sptinc992j,p90p100,2004,0.543
GD,sptinc992j,p90p100,2005,0.5416
GD,sptinc992j,p90p100,2006,0.5403
GD,sptinc992j,p90p100,2007,0.539
GD,sptinc992j,p90p100,2008,0.5378
GD,sptinc992j,p90p100,2009,0.5366
GD,sptinc992j,p90p100,2010,0.5355
GD,sptinc992j,p90p100,2011,0.5303
GD,sptinc992j,p90p100,2012,0.5252
GD,sptinc992j,p90p100,2013,0.52
GD,sptinc992j,p90p100,2014,0.515
GD,sptinc992j,p90p100,2015,0.5099
GD,sptinc992j,p90p100,2016,0.5049
GD,sptinc992j,p90p100,2017,0.4999
GD,sptinc992j,p90p100,2018,0.495
GD,sptinc992j,p90p100,2019,0.4901
GD,sptinc992j,p90p100,2020,0.4852
GD,sptinc992j,p90p100,2021,0.4852
GD,sptinc992j,p90p100,2022,0.4852
GE,sptinc992j,p90p100,2000,0.4736
GE,sptinc992j,p90p100,2001,0.4745
GE,sptinc992j,p90p100,2002,0.4502
GE,sptinc992j,p90p100,2003,0.4404
GE,sptinc992j,p90p100,2004,0.437
GE,sptinc992j,p90p100,2005,0.4517
GE,sptinc992j,p90p100,2006,0.4505
GE,sptinc992j,p90p100,2007,0.4721
GE,sptinc992j,p90p100,2008,0.4653
GE,sptinc992j,p90p100,2009,0.4475
GE,sptinc992j,p90p100,2010,0.4551
GE,sptinc992j,p90p100,2011,0.494
GE,sptinc992j,p90p100,2012,0.4611
GE,sptinc992j,p90p100,2013,0.4945
GE,sptinc992j,p90p100,2014,0.4669
GE,sptinc992j,p90p100,2015,0.4684
GE,sptinc992j,p90p100,2016,0.4823
GE,sptinc992j,p90p100,2017,0.4886
GE,sptinc992j,p90p100,2018,0.484
GE,sptinc992j,p90p100,2019,0.4903
GE,sptinc992j,p90p100,2020,0.4903
GE,sptinc992j,p90p100,2021,0.4503
GE,sptinc992j,p90p100,2022,0.4503
GG,sptinc992j,p90p100,2000,0.3492
GG,sptinc992j,p90p100,2001,0.3467
GG,sptinc992j,p90p100,2002,0.341
GG,sptinc992j,p90p100,2003,0.339
GG,sptinc992j,p90p100,2004,0.3432
GG,sptinc992j,p90p100,2005,0.3456
GG,sptinc992j,p90p100,2006,0.3494
GG,sptinc992j,p90p100,2007,0.3515
GG,sptinc992j,p90p100,2008,0.3317
GG,sptinc992j,p90p100,2009,0.3238
GG,sptinc992j,p90p100,2010,0.3409
GG,sptinc992j,p90p100,2011,0.3407
GG,sptinc992j,p90p100,2012,0.3392
GG,sptinc992j,p90p100,2013,0.3385
GG,sptinc992j,p90p100,2014,0.3438
GG,sptinc992j,p90p100,2015,0.343
GG,sptinc992j,p90p100,2016,0.3418
GG,sptinc992j,p90p100,2017,0.3448
GG,sptinc992j,p90p100,2018,0.3448
GG,sptinc992j,p90p100,2019,0.3378
GG,sptinc992j,p90p100,2020,0.3348
GG,sptinc992j,p90p100,2021,0.3453
GG,sptinc992j,p90p100,2022,0.3484
GH,sptinc992j,p90p100,2000,0.4688
GH,sptinc992j,p90p100,2001,0.4747
GH,sptinc992j,p90p100,2002,0.4806
GH,sptinc992j,p90p100,2003,0.4865
GH,sptinc992j,p90p100,2004,0.4924
GH,sptinc992j,p90p100,2005,0.4983
GH,sptinc992j,p90p100,2006,0.4963
GH,sptinc992j,p90p100,2007,0.4942
GH,sptinc992j,p90p100,2008,0.4922
GH,sptinc992j,p90p100,2009,0.4901
GH,sptinc992j,p90p100,2010,0.488
GH,sptinc992j,p90p100,2011,0.486
GH,sptinc992j,p90p100,2012,0.4839
GH,sptinc992j,p90p100,2013,0.4852
GH,sptinc992j,p90p100,2014,0.4865
GH,sptinc992j,p90p100,2015,0.4878
GH,sptinc992j,p90p100,2016,0.4891
GH,sptinc992j,p90p100,2017,0.4891
GH,sptinc992j,p90p100,2018,0.4891
GH,sptinc992j,p90p100,2019,0.4891
GH,sptinc992j,p90p100,2020,0.4891
GH,sptinc992j,p90p100,2021,0.4891
GH,sptinc992j,p90p100,2022,0.4891
GI,sptinc992j,p90p100,2000,0.3492
GI,sptinc992j,p90p100,2001,0.3467
GI,sptinc992j,p90p100,2002,0.341
GI,sptinc992j,p90p100,2003,0.339
GI,sptinc992j,p90p100,2004,0.3432
GI,sptinc992j,p90p100,2005,0.3456
GI,sptinc992j,p90p100,2006,0.3494
GI,sptinc992j,p90p100,2007,0.3515
GI,sptinc992j,p90p100,2008,0.3317
GI,sptinc992j,p90p100,2009,0.3238
GI,sptinc992j,p90p100,2010,0.3409
GI,sptinc992j,p90p100,2011,0.3407
GI,sptinc992j,p90p100,2012,0.3392
GI,sptinc992j,p90p100,2013,0.3385
GI,sptinc992j,p90p100,2014,0.3438
GI,sptinc992j,p90p100,2015,0.343
GI,sptinc992j,p90p100,2016,0.3418
GI,sptinc992j,p90p100,2017,0.3448
GI,sptinc992j,p90p100,2018,0.3448
GI,sptinc992j,p90p100,2019,0.3378
GI,sptinc992j,p90p100,2020,0.3348
GI,sptinc992j,p90p100,2021,0.3453
GI,sptinc992j,p90p100,2022,0.3484
GL,sptinc992j,p90p100,2000,0.3907
GL,sptinc992j,p90p100,2001,0.3995
GL,sptinc992j,p90p100,2002,0.408
GL,sptinc992j,p90p100,2003,0.4164
GL,sptinc992j,p90p100,2004,0.4246
GL,sptinc992j,p90p100,2005,0.4326
GL,sptinc992j,p90p100,2006,0.4404
GL,sptinc992j,p90p100,2007,0.448
GL,sptinc992j,p90p100,2008,0.4554
GL,sptinc992j,p90p100,2009,0.4627
GL,sptinc992j,p90p100,2010,0.4699
GL,sptinc992j,p90p100,2011,0.4718
GL,sptinc992j,p90p100,2012,0.4737
GL,sptinc992j,p90p100,2013,0.4754
GL,sptinc992j,p90p100,2014,0.4771
GL,sptinc992j,p90p100,2015,0.4788
GL,sptinc992j,p90p100,2016,0.4803
GL,sptinc992j,p90p100,2017,0.4818
GL,sptinc992j,p90p100,2018,0.4832
GL,sptinc992j,p90p100,2019,0.4846
GL,sptinc992j,p90p100,2020,0.4859
GL,sptinc992j,p90p100,2021,0.4859
GL,sptinc992j,p90p100,2022,0.4859
GM,sptinc992j,p90p100,2000,0.5507
GM,sptinc992j,p90p100,2001,0.5498
GM,sptinc992j,p90p100,2002,0.5488
GM,sptinc992j,p90p100,2003,0.5479
GM,sptinc992j,p90p100,2004,0.546
GM,sptinc992j,p90p100,2005,0.5442
GM,sptinc992j,p90p100,2006,0.5423
GM,sptinc992j,p90p100,2007,0.5405
GM,sptinc992j,p90p100,2008,0.5386
GM,sptinc992j,p90p100,2009,0.5368
GM,sptinc992j,p90p100,2010,0.5349
GM,sptinc992j,p90p100,2011,0.5197
GM,sptinc992j,p90p100,2012,0.5045
GM,sptinc992j,p90p100,2013,0.4893
GM,sptinc992j,p90p100,2014,0.474
GM,sptinc992j,p90p100,2015,0.4587
GM,sptinc992j,p90p100,2016,0.4587
GM,sptinc992j,p90p100,2017,0.4587
GM,sptinc992j,p90p100,2018,0.4587
GM,sptinc992j,p90p100,2019,0.4587
GM,sptinc992j,p90p100,2020,0.4587
GM,sptinc992j,p90p100,2021,0.4587
GM,sptinc992j,p90p100,2022,0.4587
GN,sptinc992j,p90p100,2000,0.5244
GN,sptinc992j,p90p100,2001,0.5219
GN,sptinc992j,p90p100,2002,0.5195
GN,sptinc992j,p90p100,2003,0.5087
GN,sptinc992j,p90p100,2004,0.498
GN,sptinc992j,p90p100,2005,0.4873
GN,sptinc992j,p90p100,2006,0.4765
GN,sptinc992j,p90p100,2007,0.4658
GN,sptinc992j,p90p100,2008,0.458
GN,sptinc992j,p90p100,2009,0.4503
GN,sptinc992j,p90p100,2010,0.4425
GN,sptinc992j,p90p100,2011,0.4347
GN,sptinc992j,p90p100,2012,0.4269
GN,sptinc992j,p90p100,2013,0.4189
GN,sptinc992j,p90p100,2014,0.4109
GN,sptinc992j,p90p100,2015,0.4029
GN,sptinc992j,p90p100,2016,0.3949
GN,sptinc992j,p90p100,2017,0.3869
GN,sptinc992j,p90p100,2018,0.3789
GN,sptinc992j,p90p100,2019,0.3789
GN,sptinc992j,p90p100,2020,0.3789
GN,sptinc992j,p90p100,2021,0.3789
GN,sptinc992j,p90p100,2022,0.3789
GQ,sptinc992j,p90p100,2000,0.5195
GQ,sptinc992j,p90p100,2001,0.5169
GQ,sptinc992j,p90p100,2002,0.5147
GQ,sptinc992j,p90p100,2003,0.5124
GQ,sptinc992j,p90p100,2004,0.5103
GQ,sptinc992j,p90p100,2005,0.5078
GQ,sptinc992j,p90p100,2006,0.5054
GQ,sptinc992j,p90p100,2007,0.5029
GQ,sptinc992j,p90p100,2008,0.5012
GQ,sptinc992j,p90p100,2009,0.5028
GQ,sptinc992j,p90p100,2010,0.5045
GQ,sptinc992j,p90p100,2011,0.506
GQ,sptinc992j,p90p100,2012,0.5071
GQ,sptinc992j,p90p100,2013,0.5084
GQ,sptinc992j,p90p100,2014,0.5097
GQ,sptinc992j,p90p100,2015,0.5107
GQ,sptinc992j,p90p100,2016,0.5117
GQ,sptinc992j,p90p100,2017,0.5128
GQ,sptinc992j,p90p100,2018,0.514
GQ,sptinc992j,p90p100,2019,0.514
GQ,sptinc992j,p90p100,2020,0.5139
GQ,sptinc992j,p90p100,2021,0.5139
GQ,sptinc992j,p90p100,2022,0.5139
GR,sptinc992j,p90p100,2000,0.4163
GR,sptinc992j,p90p100,2001,0.4136
GR,sptinc992j,p90p100,2002,0.392
GR,sptinc992j,p90p100,2003,0.375
GR,sptinc992j,p90p100,2004,0.3825
GR,sptinc992j,p90p100,2005,0.3805
GR,sptinc992j,p90p100,2006,0.369
GR,sptinc992j,p90p100,2007,0.3576
GR,sptinc992j,p90p100,2008,0.3309
GR,sptinc992j,p90p100,2009,0.326
GR,sptinc992j,p90p100,2010,0.3408
GR,sptinc992j,p90p100,2011,0.3169
GR,sptinc992j,p90p100,2012,0.3203
GR,sptinc992j,p90p100,2013,0.3374
GR,sptinc992j,p90p100,2014,0.3611
GR,sptinc992j,p90p100,2015,0.3583
GR,sptinc992j,p90p100,2016,0.346
GR,sptinc992j,p90p100,2017,0.3429
GR,sptinc992j,p90p100,2018,0.3329
GR,sptinc992j,p90p100,2019,0.3275
GR,sptinc992j,p90p100,2020,0.3236
GR,sptinc992j,p90p100,2021,0.3513
GR,sptinc992j,p90p100,2022,0.35
GT,sptinc992j,p90p100,2000,0.5496
GT,sptinc992j,p90p100,2001,0.56
GT,sptinc992j,p90p100,2002,0.56
GT,sptinc992j,p90p100,2003,0.5617
GT,sptinc992j,p90p100,2004,0.5563
GT,sptinc992j,p90p100,2005,0.555
GT,sptinc992j,p90p100,2006,0.5525
GT,sptinc992j,p90p100,2007,0.5626
GT,sptinc992j,p90p100,2008,0.5593
GT,sptinc992j,p90p100,2009,0.5468
GT,sptinc992j,p90p100,2010,0.5459
GT,sptinc992j,p90p100,2011,0.5405
GT,sptinc992j,p90p100,2012,0.5316
GT,sptinc992j,p90p100,2013,0.5379
GT,sptinc992j,p90p100,2014,0.5298
GT,sptinc992j,p90p100,2015,0.5311
GT,sptinc992j,p90p100,2016,0.5337
GT,sptinc992j,p90p100,2017,0.5323
GT,sptinc992j,p90p100,2018,0.5323
GT,sptinc992j,p90p100,2019,0.5244
GT,sptinc992j,p90p100,2020,0.5385
GT,sptinc992j,p90p100,2021,0.5241
GT,sptinc992j,p90p100,2022,0.5241
GW,sptinc992j,p90p100,2000,0.466
GW,sptinc992j,p90p100,2001,0.4575
GW,sptinc992j,p90p100,2002,0.449
GW,sptinc992j,p90p100,2003,0.4682
GW,sptinc992j,p90p100,2004,0.4873
GW,sptinc992j,p90p100,2005,0.5064
GW,sptinc992j,p90p100,2006,0.5254
GW,sptinc992j,p90p100,2007,0.5445
GW,sptinc992j,p90p100,2008,0.5635
GW,sptinc992j,p90p100,2009,0.5824
GW,sptinc992j,p90p100,2010,0.6013
GW,sptinc992j,p90p100,2011,0.5814
GW,sptinc992j,p90p100,2012,0.5615
GW,sptinc992j,p90p100,2013,0.5415
GW,sptinc992j,p90p100,2014,0.5215
GW,sptinc992j,p90p100,2015,0.5014
GW,sptinc992j,p90p100,2016,0.4813
GW,sptinc992j,p90p100,2017,0.4611
GW,sptinc992j,p90p100,2018,0.4409
GW,sptinc992j,p90p100,2019,0.4409
GW,sptinc992j,p90p100,2020,0.4409
GW,sptinc992j,p90p100,2021,0.4409
GW,sptinc992j,p90p100,2022,0.4409
GY,sptinc992j,p90p100,2000,0.5496
GY,sptinc992j,p90p100,2001,0.56
GY,sptinc992j,p90p100,2002,0.56
GY,sptinc992j,p90p100,2003,0.5617
GY,sptinc992j,p90p100,2004,0.5563
GY,sptinc992j,p90p100,2005,0.555
GY,sptinc992j,p90p100,2006,0.5525
GY,sptinc992j,p90p100,2007,0.5626
GY,sptinc992j,p90p100,2008,0.5593
GY,sptinc992j,p90p100,2009,0.5468
GY,sptinc992j,p90p100,2010,0.5459
GY,sptinc992j,p90p100,2011,0.5405
GY,sptinc992j,p90p100,2012,0.5316
GY,sptinc992j,p90p100,2013,0.5379
GY,sptinc992j,p90p100,2014,0.5298
GY,sptinc992j,p90p100,2015,0.5311
GY,sptinc992j,p90p100,2016,0.5337
GY,sptinc992j,p90p100,2017,0.5323
GY,sptinc992j,p90p100,2018,0.5323
GY,sptinc992j,p90p100,2019,0.5244
GY,sptinc992j,p90p100,2020,0.5385
GY,sptinc992j,p90p100,2021,0.5241
GY,sptinc992j,p90p100,2022,0.5241
HK,sptinc992j,p90p100,2000,0.438
HK,sptinc992j,p90p100,2001,0.4421
HK,sptinc992j,p90p100,2002,0.4547
HK,sptinc992j,p90p100,2003,0.4664
HK,sptinc992j,p90p100,2004,0.4774
HK,sptinc992j,p90p100,2005,0.4877
HK,sptinc992j,p90p100,2006,0.4974
HK,sptinc992j,p90p100,2007,0.4968
HK,sptinc992j,p90p100,2008,0.4962
HK,sptinc992j,p90p100,2009,0.4957
HK,sptinc992j,p90p100,2010,0.4952
HK,sptinc992j,p90p100,2011,0.4947
HK,sptinc992j,p90p100,2012,0.492
HK,sptinc992j,p90p100,2013,0.4893
HK,sptinc992j,p90p100,2014,0.4867
HK,sptinc992j,p90p100,2015,0.4842
HK,sptinc992j,p90p100,2016,0.4818
HK,sptinc992j,p90p100,2017,0.4818
HK,sptinc992j,p90p100,2018,0.4818
HK,sptinc992j,p90p100,2019,0.4818
HK,sptinc992j,p90p100,2020,0.4818
HK,sptinc992j,p90p100,2021,0.4818
HK,sptinc992j,p90p100,2022,0.4818
HN,sptinc992j,p90p100,2000,0.5496
HN,sptinc992j,p90p100,2001,0.56
HN,sptinc992j,p90p100,2002,0.56
HN,sptinc992j,p90p100,2003,0.5617
HN,sptinc992j,p90p100,2004,0.5563
HN,sptinc992j,p90p100,2005,0.555
HN,sptinc992j,p90p100,2006,0.5525
HN,sptinc992j,p90p100,2007,0.5626
HN,sptinc992j,p90p100,2008,0.5593
HN,sptinc992j,p90p100,2009,0.5468
HN,sptinc992j,p90p100,2010,0.5459
HN,sptinc992j,p90p100,2011,0.5405
HN,sptinc992j,p90p100,2012,0.5316
HN,sptinc992j,p90p100,2013,0.5379
HN,sptinc992j,p90p100,2014,0.5298
HN,sptinc992j,p90p100,2015,0.5311
HN,sptinc992j,p90p100,2016,0.5337
HN,sptinc992j,p90p100,2017,0.5323
HN,sptinc992j,p90p100,2018,0.5323
HN,sptinc992j,p90p100,2019,0.5244
HN,sptinc992j,p90p100,2020,0.5385
HN,sptinc992j,p90p100,2021,0.5241
HN,sptinc992j,p90p100,2022,0.5241
HR,sptinc992j,p90p100,2000,0.3216
HR,sptinc992j,p90p100,2001,0.323
HR,sptinc992j,p90p100,2002,0.3131
HR,sptinc992j,p90p100,2003,0.3085
HR,sptinc992j,p90p100,2004,0.3159
HR,sptinc992j,p90p100,2005,0.3259
HR,sptinc992j,p90p100,2006,0.3277
HR,sptinc992j,p90p100,2007,0.3375
HR,sptinc992j,p90p100,2008,0.3353
HR,sptinc992j,p90p100,2009,0.3199
HR,sptinc992j,p90p100,2010,0.329
HR,sptinc992j,p90p100,2011,0.3368
HR,sptinc992j,p90p100,2012,0.3348
HR,sptinc992j,p90p100,2013,0.3361
HR,sptinc992j,p90p100,2014,0.3415
HR,sptinc992j,p90p100,2015,0.3424
HR,sptinc992j,p90p100,2016,0.3299
HR,sptinc992j,p90p100,2017,0.3298
HR,sptinc992j,p90p100,2018,0.3424
HR,sptinc992j,p90p100,2019,0.3587
HR,sptinc992j,p90p100,2020,0.3572
HR,sptinc992j,p90p100,2021,0.321
HR,sptinc992j,p90p100,2022,0.3204
HT,sptinc992j,p90p100,2000,0.5496
HT,sptinc992j,p90p100,2001,0.56
HT,sptinc992j,p90p100,2002,0.56
HT,sptinc992j,p90p100,2003,0.5617
HT,sptinc992j,p90p100,2004,0.5563
HT,sptinc992j,p90p100,2005,0.555
HT,sptinc992j,p90p100,2006,0.5525
HT,sptinc992j,p90p100,2007,0.5626
HT,sptinc992j,p90p100,2008,0.5593
HT,sptinc992j,p90p100,2009,0.5468
HT,sptinc992j,p90p100,2010,0.5459
HT,sptinc992j,p90p100,2011,0.5405
HT,sptinc992j,p90p100,2012,0.5316
HT,sptinc992j,p90p100,2013,0.5379
HT,sptinc992j,p90p100,2014,0.5298
HT,sptinc992j,p90p100,2015,0.5311
HT,sptinc992j,p90p100,2016,0.5337
HT,sptinc992j,p90p100,2017,0.5323
HT,sptinc992j,p90p100,2018,0.5323
HT,sptinc992j,p90p100,2019,0.5244
HT,sptinc992j,p90p100,2020,0.5385
HT,sptinc992j,p90p100,2021,0.5241
HT,sptinc992j,p90p100,2022,0.5241
HU,sptinc992j,p90p100,2000,0.3084
HU,sptinc992j,p90p100,2001,0.3289
HU,sptinc992j,p90p100,2002,0.3466
HU,sptinc992j,p90p100,2003,0.3458
HU,sptinc992j,p90p100,2004,0.3373
HU,sptinc992j,p90p100,2005,0.3609
HU,sptinc992j,p90p100,2006,0.3661
HU,sptinc992j,p90p100,2007,0.3556
HU,sptinc992j,p90p100,2008,0.3487
HU,sptinc992j,p90p100,2009,0.3335
HU,sptinc992j,p90p100,2010,0.337
HU,sptinc992j,p90p100,2011,0.3287
HU,sptinc992j,p90p100,2012,0.3196
HU,sptinc992j,p90p100,2013,0.3337
HU,sptinc992j,p90p100,2014,0.3291
HU,sptinc992j,p90p100,2015,0.3288
HU,sptinc992j,p90p100,2016,0.3306
HU,sptinc992j,p90p100,2017,0.3299
HU,sptinc992j,p90p100,2018,0.3248
HU,sptinc992j,p90p100,2019,0.3289
HU,sptinc992j,p90p100,2020,0.325
HU,sptinc992j,p90p100,2021,0.3356
HU,sptinc992j,p90p100,2022,0.335
